type,id,center/lat,center/lon,nodes/0,nodes/1,nodes/2,nodes/3,nodes/4,nodes/5,nodes/6,nodes/7,nodes/8,nodes/9,nodes/10,nodes/11,nodes/12,nodes/13,nodes/14,nodes/15,nodes/16,nodes/17,nodes/18,nodes/19,nodes/20,nodes/21,nodes/22,nodes/23,nodes/24,nodes/25,nodes/26,nodes/27,nodes/28,nodes/29,tags/landuse,nodes/30,nodes/31,nodes/32,nodes/33,nodes/34,nodes/35,nodes/36,nodes/37,nodes/38,nodes/39,nodes/40,nodes/41,nodes/42,nodes/43,nodes/44,nodes/45,nodes/46,nodes/47,nodes/48,nodes/49,nodes/50,nodes/51,nodes/52,nodes/53,nodes/54,nodes/55,nodes/56,nodes/57,nodes/58,nodes/59,nodes/60,nodes/61,nodes/62,nodes/63,nodes/64,nodes/65,nodes/66,nodes/67,nodes/68,nodes/69,nodes/70,nodes/71,nodes/72,nodes/73,nodes/74,nodes/75,nodes/76,nodes/77,nodes/78,nodes/79,nodes/80,nodes/81,nodes/82,nodes/83,nodes/84,nodes/85,nodes/86,nodes/87,nodes/88,nodes/89,nodes/90,nodes/91,nodes/92,nodes/93,nodes/94,nodes/95,nodes/96,nodes/97,nodes/98,nodes/99,nodes/100,nodes/101,nodes/102,nodes/103,nodes/104,nodes/105,nodes/106,nodes/107,nodes/108,nodes/109,nodes/110,nodes/111,nodes/112,nodes/113,nodes/114,nodes/115,nodes/116,nodes/117,nodes/118,nodes/119,nodes/120,nodes/121,nodes/122,nodes/123,nodes/124,nodes/125,nodes/126,nodes/127,nodes/128,nodes/129,nodes/130,nodes/131,nodes/132,nodes/133,nodes/134,nodes/135,nodes/136,nodes/137,nodes/138,nodes/139,nodes/140,nodes/141,nodes/142,nodes/143,nodes/144,nodes/145,nodes/146,nodes/147,nodes/148,nodes/149,nodes/150,nodes/151,nodes/152,nodes/153,nodes/154,nodes/155,nodes/156,nodes/157,nodes/158,nodes/159,nodes/160,nodes/161,nodes/162,nodes/163,nodes/164,nodes/165,nodes/166,nodes/167,nodes/168,nodes/169,nodes/170,nodes/171,nodes/172,nodes/173,nodes/174,nodes/175,nodes/176,nodes/177,nodes/178,nodes/179,nodes/180,nodes/181,nodes/182,tags/crop,tags/int_name,tags/name,tags/name:en,tags/name:mk,tags/layer,tags/operator,tags/grape_variety,members/0/type,members/0/ref,members/0/role,members/1/type,members/1/ref,members/1/role,tags/type
way,209778784,41.250447,22.6434101,2199601780,2199601936,2199601896,2199601875,2199601303,2199601636,2199601864,2199601398,2199601593,2199601305,2199602099,2199601412,2199601247,2199601607,2199601841,2199601839,2199601275,2199601273,2199601312,2199601362,2199601250,2199601317,2199602039,2201564133,2437010274,2437010273,2201564273,2199601890,2199602069,2199601654,vineyard,2199601387,2199601466,2199601391,2199601310,2199601445,2199601795,2199601700,2201563995,2199601389,2199601694,2199601859,2199602005,2199601894,2199602034,2199602030,2199601425,2199601627,2199601314,2199601647,2199601934,2199601719,2199602025,2199601815,2199602117,2199601681,2199601861,2199602071,2199601697,2199601329,2199601699,2199601510,2199601296,2199601284,2199601747,2199602078,2199601233,2199601594,2199601596,2199601899,2199601846,2199601599,2199601449,2199602060,2199601452,2199601414,2199601558,2199602050,2199601443,2199601529,2199602058,2199601535,2199602043,2199601866,2199601980,2199601613,2199601906,2199601835,2199601954,2201492875,2199602052,2199601224,2199601605,2199601498,2199601621,2199601958,2199601938,2199601949,2199601514,2199601803,2199601474,2199601481,2199601248,2199601634,2199602126,2199601338,2199601520,2199601828,2199601684,2199601817,2199601668,2199602000,2199601308,2199601375,2199601920,2199602076,2199601323,2199601578,2199601617,2199601868,2199601780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,209778785,41.235963,22.7000651,8073108210,2199546143,2199545555,2199689929,2199545964,2199602115,2199601737,2199601341,2199602023,2199601523,2199601850,2199601629,2199601337,2199602072,8073108216,8073108215,8073108214,8073108213,8073108212,8073108211,8073108210,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grape,,,,,,,,,,,,,,
way,209783593,41.1570378,22.7302505,2199660242,2199659698,2199659689,2199660517,2199660877,2199660504,2199660493,2199659710,2199661074,2199659802,2199659784,2199660023,2199660070,2199659678,2199660793,2199659697,2199660439,2199659943,2199659950,2199660444,2199660363,2199659954,2199661215,2199661076,2199660348,4216234642,4216234637,2199660919,2199660886,2199660688,vineyard,2199660674,2199660417,2199660914,4216234641,4216234640,4216234634,4216234635,2199660242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grape,Vladajsko Pole,Владајско Поле,Vladaja Field,Владајско Поле,,,,,,,,,,
way,209997627,41.2545893,22.6315462,2201492843,2201493383,2201493555,2201493154,2201492721,2201493521,2201493398,2201493196,2201493390,2201493261,2201493314,2201492728,2201492843,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,210004311,41.3110694,22.5852777,2201545147,2201545161,2201545140,2201545088,2201545125,2201545169,2201545147,,,,,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grape,,,,,,,,,,,,,,
way,210004316,41.3108959,22.5915804,2201545158,2201545134,2201545087,2201545129,2201545168,2201545099,2201545131,2209838269,2209838032,2201545156,2201545139,2201545157,2201545095,2201545117,2201545098,2201545145,2201545119,2201545133,2201545123,2201545100,2201545090,2201545130,2201545104,2201545171,2201545167,2201545124,2201545108,8076134029,8076134030,8076134031,vineyard,2201545158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grape,,,,,,,,,,,,,,
way,210218254,41.1876529,22.6273077,2203166745,2203166698,2203166938,2203166905,2203166751,2203166828,2203166888,2203166813,2203166958,2203166742,2203166949,2203166732,2203166735,2203166918,2203166817,2199669198,2203155219,2203155171,2203155234,2203155149,2199668604,2203155157,2203155138,2203155206,2203155260,2203166936,2203155169,2203166946,2203166745,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,
way,219685230,40.9090807,20.7594113,2288177180,2288237575,9767515859,2288237584,2288237582,9767515857,2288237578,2288237580,2288233482,2288233512,2288233487,2288233473,9767515847,2288233507,2288236798,2288236794,2288236792,2288236793,2288236795,2288236796,2288236797,2288177194,2288177124,2288177155,2288177156,2288177202,2288177101,2288177204,2288177221,2288177128,vineyard,2288177213,2288177160,2288177167,2288177113,2288177173,2288177106,2288177209,2288177212,2288177148,2288177109,2288177110,2288177116,2288177102,2288177108,2288177180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219685549,40.9128112,20.7575069,2288240365,2288240428,2288240406,2288240342,2288240345,2288240357,2288240369,2288240426,2288240408,2288240384,2288240348,2288240420,2288240379,2288240418,9767515893,2288240416,9767515891,2288240346,2288240402,2288240382,2288240388,2288240371,2288240373,2288240412,9767515884,2288177146,2288177126,9767515871,2288177129,2288177111,vineyard,2288177137,2288177151,2288177147,2288177206,2288177105,2288177180,2288240361,2288240404,2288240429,2288240414,2288240377,2288240363,2288240400,2288240365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,227392397,41.1354819,22.5379583,2360805845,2360805839,2360805838,2360805836,2360805845,,,,,,,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,227533578,41.1405505,22.479262,2362027507,2362018940,2362027516,2362027520,2362027538,2362027539,2362027533,2362035210,2362027537,2362027523,2362027534,2362027525,2362027507,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grape,,,,,,,,,,,,,,
way,227533580,41.1408119,22.4793556,2362018958,2362018985,2362027547,2362027541,2362027514,2362024622,2362018958,,,,,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grape,,,,,,,,,,,,,,
way,227534349,41.1409129,22.4802618,2362024620,2362027532,2362027509,2362027540,2362027505,2362027552,2362027526,2362024620,,,,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grape,,,,,,,,,,,,,,
way,231461197,41.934747,21.3981961,2398519168,2398519339,2398519500,2398519420,2398519272,2398519178,2398519407,2398519362,2398519439,2398519578,2398519315,2398519602,2398519363,2398519280,2398519719,2398519499,2398519490,2398519410,2398519545,2398519357,2398519359,2398519556,2398519167,2398519522,2398519296,2398519169,2398519428,2398519540,2398519533,2398519527,vineyard,2398519179,2398519557,2398519307,2398519696,2398519706,2398519711,2398519496,2398519292,2398519592,2398519413,2398519233,2398519301,2398519449,2398519370,2398478622,2398478398,2398478774,2398478415,2398478738,2398478456,2398478717,2398478475,2398478362,2398478395,2398478478,2398478397,2398478490,2398478720,2398478661,2398478346,2398478386,2398478473,2398478407,2398478359,2398478344,2398478538,2398478548,2398478377,2398478569,2398478564,2398478402,2398478761,2398519168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231461209,41.9326028,21.4111458,2398519324,2398519595,2398519483,2398519263,2398519206,2398519547,2398519470,2398519704,2398519643,2398519365,2398519618,2398519585,2398519209,2398519345,2398519399,2398519309,2398519289,2398519436,2398519274,2398519163,2398519411,2398519534,2398519320,2398519715,2398519374,2398519382,2398519184,2398519661,2398519702,2398519680,vineyard,2398519401,2398519232,2398519609,2398519644,2398519559,2398519172,2398519587,2398519507,2398519610,2398519555,2398519514,2398519333,2398519372,2398519548,2398519493,2398519693,2398519186,2398519193,2398519286,2398519443,2398519620,2398519256,2398519383,2398519392,2398519583,2398519388,2398519390,2398519213,2398519469,2398519553,2398519491,2398478438,2398478629,2398478547,2398478777,2398478476,2398478566,2398478355,2398478570,2398478701,2398478467,2398478434,2398478479,2398478440,2398478443,2398478431,2398519324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,234267744,41.679515,21.818144,2425365785,2425365851,2425365580,2425365332,2425365336,2425365467,2425366030,2425365971,2425365634,2425366022,2425366057,2425366112,2425365942,2425366215,2425365839,2425365649,2425365801,2425366237,2425366020,2425365601,2425365475,2425365993,2425365378,2425365510,2425365940,2425365865,2425366034,2425365909,2425365575,2425365429,vineyard,2425366229,2425365606,2425365782,2425365734,2425365464,2425365473,2425365927,2425366126,2425366162,2425366201,2425366190,2425366277,2425365732,2425366172,2425366197,2425366220,2425365803,2425366104,2425366268,2425365318,2425365482,2425365785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,234395635,41.9493061,21.4681737,2426539426,2426539493,2426539697,2426539831,2426539848,2426539535,2426539758,2426539729,2426539496,2397177069,2397177313,2397177674,2397177766,2397177567,2397177695,2397177765,2397177368,2397177897,2397177779,2397176951,2397177566,2397177707,2426539790,2397176967,2426539787,2426539664,2426539426,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,234395663,41.9513226,21.4663813,2426539467,2426539582,2426539590,2426539412,2426539409,2426539508,2426539496,2426539729,2426539759,2426539829,2426539434,2426539710,2426539702,2426539453,2426539709,2426539416,2426539549,2426539804,2426539793,2426539744,2397177486,2397176928,2426539822,2426539856,2426539671,2426539471,2426539797,2426539850,2426539845,2426539760,vineyard,2426539404,2426539792,2426539810,2426539474,2426539692,2426539462,2426539406,2426539467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,237682132,41.8452645,22.4173932,2455684406,2455684749,2455684178,2455683959,2455684054,2455684406,,,,,,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238202636,41.9087465,22.4680747,2460536186,2460536034,2460536387,2460536474,2460536186,,,,,,,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238202646,41.9089881,22.4763332,2460535934,2460535994,2460536408,2460535926,2460535918,2460536111,2460536259,2460535910,2460535934,,,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238202654,41.9088343,22.4751611,2460536045,2460536027,2460536172,2460536306,2460535906,2460536247,2460536451,2460536340,2460536449,2460535896,2460535922,2460535893,2460536391,2460535978,2460536184,2460536166,2460536170,2460536042,2460536040,2460536045,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238202669,41.9073471,22.4767596,2460535981,2460536375,2460536018,2460536290,2460535981,,,,,,,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238776529,40.9166238,20.7566111,2465740896,2465745370,2465722014,2465722021,2465722020,2465721979,2288240354,2288240424,2288240355,2288240367,2288240350,2288240398,2288240359,2465745369,2465740922,2465740879,2465740916,2465740896,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238776643,40.9238375,20.7568304,2287750064,2287750223,2465672912,2465672529,2465672929,2465672922,2465672894,2465672928,2465672936,2287750064,,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238825749,40.9153592,20.7608391,2466249657,2466249687,2466249684,2466249694,2466249649,2466249672,2466249691,2466249650,2466249651,2466249679,2466249667,2466249657,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,297249079,41.0696879,20.806912,3011065941,3011065942,3011065947,3011065948,3011065954,3011065957,3011065959,3011065961,3011065960,3011065956,3011065953,3011065950,3011065946,3011065944,3011065941,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,297249081,41.070064,20.8076469,3011065951,3011065949,4171711162,705499806,3011065962,3011065951,,,,,,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,331650898,41.3717587,21.9734988,3387553949,3387553915,3387553950,3387553911,3387553936,3387548413,3387553921,3387553899,3387553935,3387553926,3387553932,3387553917,3387553916,3387553928,3387553948,3387553895,3387553919,3387553945,3387553898,3387553940,3387553905,3387553923,3387553941,3387553902,3387553924,3387553896,3387553906,3387553944,3387553925,3387553893,vineyard,3387553951,3387553934,3387553922,3387553943,3387553900,3387553938,3387553913,3387553914,3387553908,3387553894,3387548410,3387553920,3387548409,3387552059,3387552053,3387548416,3387553897,1807024075,3387553910,3387552048,3387548414,3387552054,3387552055,3387552056,3387553904,3387553191,3387553933,3387553927,3387553909,3387553907,3387553931,3387553901,3387553192,3387553190,3387553947,3387553903,3387553930,3387553937,3387553918,3387553939,3387548417,3387553912,3387548411,3387553946,3387548415,3387553929,3387548412,9570396321,9570396322,3387553949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365739827,42.0300685,21.3827664,5834576466,3657126381,3538760012,3486866304,5834576466,,,,,,,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,370311641,41.5208705,22.0287508,3740200057,3740206330,3740204069,3740200051,3740204066,3740200053,3740205544,3740200055,3740203952,3740200056,3740200057,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,370311642,41.5186315,22.0457455,3740199959,3740200041,3740203944,3740206238,3740205540,3740203951,3740203950,3740200044,3740204063,3740203946,3740206237,3740199959,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,370311643,41.5065738,22.0463272,3740204136,3740199942,3740203926,3740185142,3740203530,3740205530,3740203931,3740204037,3740185140,3740185135,3740200031,3740200030,3740200029,3740199933,3740206225,3740204030,3740199932,3740204129,3740199931,3740204029,3740206226,3740205526,3740199937,3740185131,3740204035,3740204136,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,370311644,41.5104845,22.0605268,3740185134,3740199935,3740204031,3740204131,3740204032,3740203528,3740199934,3740206227,3740185132,3740199938,3740206325,3740200033,3740204134,3740199949,3740203936,3740204038,3740185138,3740199944,3740203529,3740205528,3740204033,3740204132,3740199936,3740205527,3740203927,3740203928,3740204036,3740185139,3740199945,3740200034,vineyard,3740199943,3740204135,3740204034,3740185134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,370311645,41.5200335,22.0454274,3740204150,3740206328,3740200047,3740200046,3740204150,,,,,,,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,370311646,41.5194074,22.0443254,3740204067,3740204148,3740199963,3740206239,3740204067,,,,,,,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,370311647,41.5180742,22.0418532,3740204057,3740206429,3740204146,3740199960,3740205536,3740204057,,,,,,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,370311648,41.5214833,22.0375581,3740204061,3740205538,3740207625,3740203532,3740204058,3740200037,3740204056,3740205534,3740200040,3740207725,3740204060,3740206327,3740203947,3740205542,3740200045,3740200050,3740206433,3740204068,3740206329,3740200054,3740206435,3740207626,3740206436,3740199970,3740199972,3740204070,3740199971,3740199969,3740199968,3740203533,vineyard,3740185151,3740199973,3740199974,3740206437,3740206438,3740206243,3740185152,3740199975,3740203953,3740185153,3740204072,3740185154,3740203954,3740185155,3740185156,3740199977,3740200058,3740204071,3740199976,3740199967,3740206434,3740206241,3740200048,3740204062,3740204061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lepovo,,,,,,,,,,,
way,370311649,41.5190745,22.031386,3740205539,3740203949,3740200049,3740206432,3740203948,3740199964,3740205539,,,,,,,,,,,,,,,,,,,,,,,,vineyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
